Date,ID,Scientific_Name,Common_Name,DBH_Class,Tally,Comments
28/07/2023,BDL_L2_G3_3,Lonicera_caerulea,Fly_honeysuckle,3_5,1,
28/07/2023,BDL_L2_G3_3,Dead_standing,Dead_standing,1_3,2,
28/07/2023,BDL_L2_G3_3,Fraxinus_pennsylvanica,Green_ash,3_5,2,
28/07/2023,BDL_L2_G3_3,Populus_deltoides,Eastern_cottonwood,3_5,1,
28/07/2023,BDL_L2_G3_2,Fraxinus_pennsylvanica,Green ash,3_5,2,
28/07/2023,BDL_L2_G3_2,Dead_standing,Dead_standing,3_5,1,
28/07/2023,BDL_L2_G3_2,Dead_standing,Dead_standing,1_3,1,
28/07/2023,BDL_L2_G3_2,Populus_tremuloides,Quaking_aspen,lessthan_1,1,
28/07/2023,BDL_L2_G3_2,Dead_snag,Dead_snag,1_3,1,
28/07/2023,BDL_L2_G3_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,2,
28/07/2023,BDL_L2_G3_2,Dead_standing ,Dead_standing,lessthan_1,1,
28/07/2023,BDL_L2_G3_1,Vitis_riparia,Riverbank_grapevine,lessthan_1,4,
28/07/2023,BDL_L2_G3_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,14,
28/07/2023,BDL_L2_G3_1,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,9,
28/07/2023,BDL_L2_G3_1,Vitis_riparia,Riverbank_grapevine,1_3,2,
28/07/2023,BDL_L2_G3_1,Vitis_riparia,Riverbank_grapevine,3_5,2,
28/07/2023,BDL_L2_G4_3,Lonicera_tatarica,Tatarian_honeysuckle,< 1,6,
28/07/2023,BDL_L2_G4_3,Lonicera_tatarica,Tatarian_honeysuckle,1_3,1,
28/07/2023,BDL_L2_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,2,
28/07/2023,BDL_L2_G4_3,Dead_standing,Dead_standing,1_3,3,
28/07/2023,BDL_L2_G4_3,Cornus_alternifolia,Pagoda_dogwood,lessthan_1,3,
28/07/2023,BDL_L2_G4_3,Rhamnus_cathartica,Common_buckthorn,3_5,2,
28/07/2023,BDL_L2_G4_3,Rhamnus_cathartica,Common_buckthorn,1_3,5,
28/07/2023,BDL_L2_G4_3,Lonicera_tatarica,Tatarian_honeysuckle,3_5,1,
28/07/2023,BDL_L2_G4_2,Vitis_riparia,Riverbank Grapevine,lessthan_1,2,
28/07/2023,BDL_L2_G4_2,Acer_negundo,Manitoba_maple,lessthan_1,1,
28/07/2023,BDL_L2_G4_2,Dead_standing,Dead_standing,1_3,1,
28/07/2023,BDL_L2_G4_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,3,
28/07/2023,BDL_L2_G4_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,6,
28/07/2023,BDL_L2_G4_2,Vitis_riparia,Riverbank_grapevine,1_3,2,
28/07/2023,BDL_L2_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,5,
28/07/2023,BDL_L2_G4_2,Fraxinus_americana,White_ash,1_3,1,
28/07/2023,BDL_L2_G4_2,Dead_standing ,Dead_standing,3_5,1,
28/07/2023,BDL_L2_G4_1,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,9,
28/07/2023,BDL_L2_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,
28/07/2023,BDL_L2_G4_1,Rhamnus_cathartica,Common_buckthorn,1_3,4,
28/07/2023,BDL_S1_G1_3,NA,NA,NA,0,
28/07/2023,BDL_S1_G1_2,Dead_standing ,Dead_standing,3_5,2,
28/07/2023,BDL_S1_G1_2,Rhamnus_cathartica,Common_buckthorn,1_3,1,
28/07/2023,BDL_S1_G1_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,19,
28/07/2023,BDL_S1_G1_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,5,
28/07/2023,BDL_S1_G1_2,Fraxinus_pennsylvanica,Green_ash,1_3,1,
28/07/2023,BDL_S1_G1_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,8,
28/07/2023,BDL_S1_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,19,
28/07/2023,BDL_S1_G1_1,Rhamnus_cathartica,Common_buckthorn,1_3,2,
28/07/2023,BDL_S1_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,5,
28/07/2023,BDL_S1_G2_3,Rhus_typhina,Staghorn_sumac,1_3,1,
28/07/2023,BDL_S1_G2_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,3,
28/07/2023,BDL_S1_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,10,
28/07/2023,BDL_S1_G2_3,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,1,
28/07/2023,BDL_S1_G2_2,Acer_saccharum,Sugar_maple,< 1,1,
28/07/2023,BDL_S1_G2_2,Rhamnus_cathartica,Common_buckthorn,1_3,1,
28/07/2023,BDL_S1_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,3,
28/07/2023,BDL_S1_G2_2,Acer_saccharum,Sugar_maple,1_3,2,
28/07/2023,BDL_S1_G2_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,8,
28/07/2023,BDL_S1_G2_2,Fraxinus_americana,White_ash,1_3,1,
28/07/2023,BDL_S1_G2_1,Dead_vine,Dead_vine,3_5,2,
28/07/2023,BDL_S1_G2_1,Dead_vine,Dead_vine,lessthan_1,2,
28/07/2023,BDL_S1_G2_1,Dead_vine,Dead_vine,1_3,2,
28/07/2023,BDL_S1_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,15,
28/07/2023,BDL_S1_G4_1,Acer_saccharum,Sugar_maple,lessthan_1,1,
28/07/2023,BDL_S1_G4_1,Rhamnus_cathartica,Common_buckthorn,3_5,4,
28/07/2023,BDL_S1_G4_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,
28/07/2023,BDL_S1_G4_1,Dead_snag,Dead_snag,3_5,1,
28/07/2023,BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,12,
28/07/2023,BDL_S1_G4_2,Dead_standing ,Dead_standing,1_3,1,
28/07/2023,BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,1_3,2,
28/07/2023,BDL_S1_G4_2,Acer_saccharum,Sugar_maple,lessthan_1,1,
28/07/2023,BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,
28/07/2023,BDL_S1_G4_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,
28/07/2023,BDL_S1_G4_2,Lonicera_caerulea,Fly_honeysuckle,1_3,4,
28/07/2023,BDL_S1_G4_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,3,
28/07/2023,BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,7,
28/07/2023,BDL_S1_G4_2,Rhus_typhina,Staghorn_sumac,lessthan_1,2,
28/07/2023,BDL_S1_G4_2,Acer_saccharum,Sugar_maple,lessthan_1,3,
28/07/2023,BDL_S1_G4_2,Vitis_riparia,Riverbank_grapevine,1_3,3,
28/07/2023,BDL_S1_G4_3,NA,NA,NA,0,
28/07/2023,BDL_S1_G3_1,NA,NA,NA,0,
28/07/2023,BDL_S1_G3_2,NA,NA,NA,0,
28/07/2023,BDL_S1_G3_3,Rhus_typhina,Staghorn_sumac,lessthan_1,1,
28/07/2023,BDL_S1_G3_3,Dead_vine,Dead_vine,lessthan_1,morethan_50,
28/07/2023,BDL_S1_G3_3,Dead_vine,Dead_vine,1_3,1,
28/07/2023,BDL_S1_G3_3,Ramnus_cathartica,Common_buckthorn,1_3,2,
28/07/2023,BDL_S1_G3_3,Ramnus_cathartica,Common_buckthorn,1_3,1,
31/07/2023,BDL_L1_G1_3,NA,NA,NA,0,
31/07/2023,BDL_L1_G1_2,Rhamnus_cathartica,Common buckthorn,1_3,9,
31/07/2023,BDL_L1_G1_2,Dead_standing,Dead_standing,lessthan_1,2,
31/07/2023,BDL_L1_G1_2,Malus_pumila,Common apple,lessthan_1,1,
31/07/2023,BDL_L1_G1_2,Rhamnus_cathartica,Common buckthorn,3_5,4,
31/07/2023,BDL_L1_G1_2,Rhamnus_cathartica,Common buckthorn,lessthan_1,3,
31/07/2023,BDL_L1_G1_2,Acer_saccharum,Sugar maple,lessthan_1,1,
31/07/2023,BDL_L1_G1_2,Dead_standing,Dead_standing,3_5,2,
31/07/2023,BDL_L1_G1_2,Dead_standing,Dead_standing,1_3,1,
31/07/2023,BDL_L1_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,24,
31/07/2023,BDL_L1_G1_1,Dead_standing,Dead_standing,lessthan_1,1,
31/07/2023,BDL_L1_G1_1,Rhus_typhina,Staghorn_sumac,lessthan_1,7,
31/07/2023,BDL_L1_G1_1,Rhus_typhina,Staghorn_sumac,1_3,4,
31/07/2023,BDL_L1_G2_3,Fraxinus_pennsylvanica,Green_ash,1_3,4,
31/07/2023,BDL_L1_G2_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,4,
31/07/2023,BDL_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,4,
31/07/2023,BDL_L1_G2_3,Ulmus_americana,American_elm,1_3,1,
31/07/2023,BDL_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,
31/07/2023,BDL_L1_G2_3,Fraxinus_americana,White_ash,3_5,1,
31/07/2023,BDL_L1_G2_3,Acer_negundo,Manitoba_maple,3_5,1,
31/07/2023,BDL_L1_G2_3,Vitis_riparia,Riverbank_grapevine,3_5,2,
31/07/2023,BDL_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,
31/07/2023,BDL_L1_G2_2,Vitis_riparia,Riverbank grapevine,3_5,1,
31/07/2023,BDL_L1_G2_2,Dead_standing,Dead_standing,1_3,1,
31/07/2023,BDL_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,1_3,1,
31/07/2023,BDL_L1_G2_2,Vitis_riparia,Riverbank_grapevine,1_3,1,
31/07/2023,BDL_L1_G2_2,Parthenocissus_quinquefolia,Virginia_creeper,lessthan_1,3,
31/07/2023,BDL_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_L1_G2_2,Lonicera_sp,Honeysuckle_sp,lessthan_1,2,
31/07/2023,BDL_L1_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,56,
31/07/2023,BDL_L1_G2_1,Dead_standing,Dead_standing,lessthan_1,1,
31/07/2023,BDL_L1_G2_1,Dead_standing,Dead_standing,1_3,1,
31/07/2023,BDL_L1_G2_1,Acer_negundo,Manitoba_maple,lessthan_1,1,
31/07/2023,BDL_L1_G2_1,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_L1_G2_1,Crataegus_pruinosa,Frosted_hawthorn,1_3,1,
31/07/2023,BDL_L1_G2_1,Vitis_riparia,Riverbank_grapevine,lessthan_1,8,
31/07/2023,BDL_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,15,
31/07/2023,BDL_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,1_3,5,
31/07/2023,BDL_L1_G3_3,Vitis_riparia,Riverbank_grapevine,1_3,6,
31/07/2023,BDL_L1_G3_3,Dead_standing,Dead_standing,1_3,1,
31/07/2023,BDL_L1_G3_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,3,
31/07/2023,BDL_L1_G3_3,Fraxinus_pennsylvanica,Green_ash,1_3,1,
31/07/2023,BDL_L1_G3_3,Lonicera_sp,Honeysuckle_sp,lessthan_1,1,
31/07/2023,BDL_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_L1_G3_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,
31/07/2023,BDL_L1_G3_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,2,
31/07/2023,BDL_L1_G3_3,Lonicera_tatarica,Tatarian_honeysuckle,1_3,1,
31/07/2023,BDL_L1_G3_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,
31/07/2023,BDL_L1_G3_2,Dead_standing,Dead_standing,lessthan_1,1,
31/07/2023,BDL_L1_G3_2,Fraxinus_pennsylvanica,Green_ash,3_5,1,
31/07/2023,BDL_L1_G3_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,
31/07/2023,BDL_L1_G3_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,1,
31/07/2023,BDL_L1_G3_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,50,
31/07/2023,BDL_L1_G4_3,Rhus_typhina,Staghorn_sumac,lessthan_1,3,
31/07/2023,BDL_L1_G4_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,1,
31/07/2023,BDL_L1_G4_3,Parthenocissus_quinquefolia,Virginia_creeper,lessthan_1,1,
31/07/2023,BDL_L1_G4_3,Acer_rubrum,Red_maple,lessthan_1,1,
31/07/2023,BDL_L1_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,6,
31/07/2023,BDL_L1_G4_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,
31/07/2023,BDL_L1_G4_3,Fraxinus_americana,White_ash,1_3,1,
31/07/2023,BDL_L1_G4_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,2,
31/07/2023,BDL_L1_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,25,
31/07/2023,BDL_L1_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_L1_G4_2,Fraxinus_pennsylvanica,Green_ash,3_5,2,
31/07/2023,BDL_L1_G4_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,7,
31/07/2023,BDL_L1_G4_2,Rhus_typhina,Staghorn_sumac,lessthan_1,1,
31/07/2023,BDL_L1_G4_2,Acer_saccharum,Sugar_maple,lessthan_1,1,
31/07/2023,BDL_L1_G4_2,Rhamnus_cathartica,Common_buckthorn,1_3,2,
31/07/2023,BDL_L1_G4_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,
31/07/2023,BDL_L1_G4_1,Fraxinus_pennsylvanica,Green_ash,1_3,1,
31/07/2023,BDL_L1_G4_1,Dead_standing,Dead_standing,1_3,4,
31/07/2023,BDL_L1_G4_1,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_L1_G4_1,Dead_standing,Dead_standing,3_5,4,
31/07/2023,BDL_L1_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,10,
31/07/2023,BDL_L1_G4_1,Fraxinus_pennsylvanica,Green_ash,3_5,1,
31/07/2023,BDL_L1_G4_1,Vitis_riparia,Riverbank_grapevine,1_3,3,
31/07/2023,BDL_S2_G1_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,10,
31/07/2023,BDL_S2_G1_3,Lonicera_tatarica,Tatarian_honeysuckle,1_3,2,
31/07/2023,BDL_S2_G1_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,34,
31/07/2023,BDL_S2_G1_3,Fraxinus_pennsylvanica,Green_ash,1_3,1,
31/07/2023,BDL_S2_G1_3,Dead_standing,Dead_standing,3_5,3,
31/07/2023,BDL_S2_G1_3,Rhamnus_cathartica,Common_buckthorn,1_3,7,
31/07/2023,BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,1_3,9,
31/07/2023,BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,lessthan_1,3,
31/07/2023,BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,3_5,4,
31/07/2023,BDL_S2_G1_2,Dead_standing,Dead_standing,lessthan_1,2,
31/07/2023,BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,5_7,1,
31/07/2023,BDL_S2_G1_1,NA,NA,NA,0,
31/07/2023,BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,3_5,4,
31/07/2023,BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,
31/07/2023,BDL_S2_G2_3,Dead_standing,Dead_standing,1_3,5,
31/07/2023,BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,6,
31/07/2023,BDL_S2_G2_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,1,
31/07/2023,BDL_S2_G2_2,Lonicera_sp,Honeysuckle_sp,3_5,5,
31/07/2023,BDL_S2_G2_2,Lonicera_sp,Honeysuckle_sp,1_3,1,
31/07/2023,BDL_S2_G2_2,Rhamnus_cathartica,Common_buckthorn,1_3,7,
31/07/2023,BDL_S2_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,13,
31/07/2023,BDL_S2_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,12,
31/07/2023,BDL_S2_G2_1,Rhamnus_cathartica,Common_buckthorn,1_3,6,
31/07/2023,BDL_S2_G2_1,Dead_standing,Dead_standing,1_3,1,
31/07/2023,BDL_S2_G2_1,Crataegus_sp,Hawthorn_sp,3_5,1,
31/07/2023,BDL_S2_G3_3,Rhus_typhina,Staghorn_sumac,lessthan_1,1,
31/07/2023,BDL_S2_G3_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,5,
31/07/2023,BDL_S2_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,5,
31/07/2023,BDL_S2_G3_3,Tilia_americana,Basswood,1_3,2,
31/07/2023,BDL_S2_G3_3,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,10,
31/07/2023,BDL_S2_G3_3,Cornus_sericea,Red_osier_dogwood,lessthan_1,4,
31/07/2023,BDL_S2_G3_3,Crataegus_pruinosa,Frosted_hawthorn,lessthan_1,6,
31/07/2023,BDL_S2_G3_2,Robinia_pseudoacacia,Black_locust,3_5,4,
31/07/2023,BDL_S2_G3_1,NA,NA,NA,0,
31/07/2023,BDL_S2_G4_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_S2_G4_3,Dead_standing,Dead_standing,3_5,3,
31/07/2023,BDL_S2_G4_3,Dead_standing,Dead_standing,lessthan_1,6,
31/07/2023,BDL_S2_G4_3,Fraxinus_pennsylvanica,Green_ash,3_5,3,
31/07/2023,BDL_S2_G4_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,
31/07/2023,BDL_S2_G4_3,Dead_standing,Dead_standing,1_3,6,
31/07/2023,BDL_S2_G4_3,Lonicera_caerulea,Fly_honeysuckle,1_3,2,
31/07/2023,BDL_S2_G4_3,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,2,
31/07/2023,BDL_S2_G4_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,1,
31/07/2023,BDL_S2_G4_2,Fraxinus_pennsylvanica,Green_ash,1_3,2,
31/07/2023,BDL_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,6,
31/07/2023,BDL_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,4,
31/07/2023,BDL_S2_G4_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,4,
31/07/2023,BDL_S2_G4_2,Fraxinus_pennsylvanica,Green_ash,3_5,1,
31/07/2023,BDL_S2_G4_2,Acer_negundo,Manitoba_maple,lessthan_1,1,
31/07/2023,BDL_S2_G4_2,Dead_standing,Dead_standing,3_5,1,
31/07/2023,BDL_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,
31/07/2023,BDL_S2_G4_1,NA,NA,NA,0,
